ShipmentID,OrderID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,ShipmentStatus,Carrier,ShippingCost,DistanceKm,DeliveryDelayDays
SH038866,O136625,2023-11-28,2023-11-29,2023-11-29,Delivered,Pacific Rim Shipping,490.41,2434.8,0.0
SH038867,O136626,2025-11-07,2025-11-12,2025-11-16,Delivered,GlobalFreight Express,871.43,376.3,4.0
SH038868,O136627,2024-01-27,2024-02-02,2024-02-04,Delivered,BlueDart Global,207.24,1292.4,2.0
SH038869,O136629,2024-12-16,2024-12-23,2024-12-27,Delayed,TransCon Logistics,731.34,1106.8,4.0
SH038870,O136630,2025-08-08,2025-08-09,2025-08-09,Delivered,Pacific Rim Shipping,666.93,4878.6,0.0
SH038871,O136630,2025-08-10,2025-08-12,2025-08-14,Delivered,Pacific Rim Shipping,1076.68,7353.9,2.0
SH038872,O136631,2025-06-30,2025-07-07,2025-07-07,Delivered,Meridian Line Carriers,343.95,1959.3,0.0
SH038873,O136632,2025-04-07,2025-04-15,2025-04-14,Delivered,TransCon Logistics,842.34,1681.7,-1.0
SH038874,O136633,2023-12-12,2023-12-26,2023-12-26,Delivered,SwiftHaul Freight,365.86,2617.8,0.0
SH038875,O136634,2025-08-01,2025-08-07,2025-08-07,Delivered,TransCon Logistics,194.22,1675.0,0.0
SH038876,O136635,2025-06-08,2025-06-14,2025-06-14,Delivered,BlueDart Global,378.15,44.9,0.0
SH038877,O136636,2024-01-19,2024-01-23,2024-01-28,Delayed,SwiftHaul Freight,1286.57,2420.0,5.0
SH038878,O136637,2023-09-06,2023-09-13,2023-09-07,Delivered,TransCon Logistics,989.95,1835.8,-6.0
SH038879,O136638,2024-12-20,2024-12-27,2025-01-01,Delivered,TransCon Logistics,187.26,2651.7,5.0
SH038880,O136639,2023-05-07,2023-05-10,2023-05-17,Delivered,GlobalFreight Express,204.21,1895.5,7.0
SH038881,O136640,2025-10-03,2025-10-09,2025-10-10,Delivered,BlueDart Global,114.23,793.1,1.0
SH038882,O136641,2024-09-13,2024-09-17,2024-09-22,Delayed,GlobalFreight Express,68.36,744.0,5.0
SH038883,O136641,2024-09-17,2024-09-24,2024-09-21,Delivered,SwiftHaul Freight,102.04,1757.9,-3.0
SH038884,O136642,2023-01-06,2023-01-13,,Lost,TransCon Logistics,177.14,500.5,
SH038885,O136642,2023-01-04,2023-01-09,2023-01-07,Delivered,Pacific Rim Shipping,194.41,445.3,-2.0
SH038886,O136643,2023-05-18,2023-05-30,2023-05-29,Delivered,Meridian Line Carriers,104.99,1554.5,-1.0
SH038887,O136645,2024-01-11,2024-01-11,2024-01-12,Delivered,Pacific Rim Shipping,1892.22,1046.5,1.0
SH038888,O136646,2024-12-09,2024-12-09,2024-12-14,Delivered,Continental Cargo,156.0,434.6,5.0
SH038889,O136646,2024-12-11,2024-12-11,2024-12-12,Delivered,Pacific Rim Shipping,124.04,99.3,1.0
SH038890,O136646,2024-12-11,2024-12-11,2024-12-15,Delayed,GlobalFreight Express,173.26,563.0,4.0
SH038891,O136647,2023-05-29,2023-05-31,2023-05-31,Delivered,Overland Transit Co.,255.34,1623.4,0.0
SH038892,O136649,2024-12-11,2024-12-14,2024-12-19,Delivered,TransCon Logistics,1137.95,95.6,5.0
SH038893,O136650,2024-02-23,2024-02-26,2024-02-28,Delivered,TransCon Logistics,361.24,1849.8,2.0
SH038894,O136650,2024-02-27,2024-03-01,2024-03-01,Delivered,Overland Transit Co.,312.6,2244.0,0.0
SH038895,O136651,2023-07-27,2023-08-06,2023-08-11,Delivered,BlueDart Global,77.61,1530.7,5.0
SH038896,O136652,2023-05-13,2023-05-21,2023-05-24,Delivered,Pacific Rim Shipping,213.99,2061.2,3.0
SH038897,O136652,2023-05-15,2023-05-22,2023-05-22,Delivered,Pacific Rim Shipping,148.31,1115.2,0.0
SH038898,O136652,2023-05-13,2023-05-18,2023-05-16,Delivered,TransCon Logistics,240.94,3058.5,-2.0
SH038899,O136653,2023-01-26,2023-01-30,2023-02-02,Delivered,Pacific Rim Shipping,617.49,2282.8,3.0
SH038900,O136655,2024-09-28,2024-10-01,2024-09-29,Delivered,Continental Cargo,89.92,763.6,-2.0
SH038901,O136656,2025-06-19,2025-06-23,2025-06-21,Delivered,Meridian Line Carriers,67.3,752.0,-2.0
SH038902,O136656,2025-06-19,2025-06-27,2025-06-28,Delivered,Meridian Line Carriers,138.49,2826.3,1.0
SH038903,O136657,2024-09-03,2024-09-03,2024-09-04,Delivered,TransCon Logistics,104.82,184.4,1.0
SH038904,O136658,2023-03-01,2023-03-08,2023-03-07,Delivered,Meridian Line Carriers,42.88,797.2,-1.0
SH038905,O136658,2023-03-05,2023-03-11,2023-03-13,Delivered,SwiftHaul Freight,18.61,288.5,2.0
SH038906,O136659,2023-09-27,2023-09-27,2023-09-28,Delivered,Meridian Line Carriers,953.7,1623.6,1.0
SH038907,O136660,2023-11-02,2023-11-04,2023-11-06,Delivered,Continental Cargo,143.36,1373.5,2.0
SH038908,O136660,2023-11-04,2023-11-08,2023-11-11,Delivered,BlueDart Global,255.78,2610.1,3.0
SH038909,O136661,2024-12-09,2024-12-13,2024-12-14,Delivered,GlobalFreight Express,336.61,2142.2,1.0
SH038910,O136663,2024-11-27,2024-12-11,2024-12-14,Delivered,Continental Cargo,566.08,1835.7,3.0
SH038911,O136664,2024-06-14,2024-06-21,2024-06-26,Delayed,SwiftHaul Freight,511.29,2066.2,5.0
SH038912,O136665,2023-09-26,2023-10-03,2023-10-02,Delivered,GlobalFreight Express,808.21,3036.9,-1.0
SH038913,O136666,2025-06-05,2025-06-10,2025-06-10,Delivered,TransCon Logistics,358.52,1388.2,0.0
SH038914,O136667,2025-06-22,2025-06-26,2025-06-30,Delayed,TransCon Logistics,55.6,805.1,4.0
SH038915,O136668,2025-11-03,2025-11-10,2025-11-11,Delivered,Overland Transit Co.,244.93,3124.1,1.0
SH038916,O136670,2023-06-02,2023-06-13,2023-06-12,Delivered,Meridian Line Carriers,625.39,2048.8,-1.0
SH038917,O136673,2023-02-09,2023-02-15,2023-02-16,Delivered,Overland Transit Co.,275.94,2361.7,1.0
SH038918,O136674,2025-06-11,2025-06-18,2025-06-22,Delivered,TransCon Logistics,211.12,454.3,4.0
SH038919,O136675,2025-01-21,2025-01-21,2025-01-24,Delivered,GlobalFreight Express,2426.07,1426.9,3.0
SH038920,O136676,2024-11-19,2024-11-28,2024-11-30,Delivered,Meridian Line Carriers,378.72,8240.4,2.0
SH038921,O136677,2023-02-23,2023-02-28,2023-03-01,Delivered,BlueDart Global,271.26,1331.7,1.0
SH038922,O136678,2025-06-13,2025-06-13,2025-06-16,Delivered,Continental Cargo,516.49,817.0,3.0
SH038923,O136679,2025-09-09,2025-09-15,2025-09-14,Delivered,Meridian Line Carriers,105.99,1932.8,-1.0
SH038924,O136679,2025-09-11,2025-09-18,2025-09-21,Delivered,TransCon Logistics,100.49,1497.3,3.0
SH038925,O136679,2025-09-13,2025-09-19,2025-09-22,Delivered,Continental Cargo,85.61,993.0,3.0
SH038926,O136680,2023-11-05,2023-11-12,2023-11-13,Delivered,GlobalFreight Express,216.35,2188.3,1.0
SH038927,O136681,2023-10-29,2023-11-04,2023-11-02,Delivered,Meridian Line Carriers,35.85,297.3,-2.0
SH038928,O136682,2023-10-22,2023-10-28,2023-10-28,Delivered,Pacific Rim Shipping,797.44,2452.3,0.0
SH038929,O136684,2025-04-24,2025-04-30,2025-05-01,Delivered,Pacific Rim Shipping,439.89,2439.7,1.0
SH038930,O136685,2024-01-03,2024-01-08,2024-01-06,Delivered,Meridian Line Carriers,133.2,2358.6,-2.0
SH038931,O136686,2025-12-10,2025-12-14,2025-12-19,Delivered,GlobalFreight Express,342.66,3111.9,5.0
SH038932,O136687,2024-12-15,2024-12-19,2024-12-17,Delivered,TransCon Logistics,62.86,218.7,-2.0
SH038933,O136687,2024-12-15,2024-12-20,2024-12-19,Delivered,Meridian Line Carriers,72.1,738.9,-1.0
SH038934,O136687,2024-12-15,2024-12-22,2024-12-22,Delivered,GlobalFreight Express,62.77,134.1,0.0
SH038935,O136688,2025-10-11,2025-10-15,2025-10-16,Delivered,TransCon Logistics,73.62,720.5,1.0
SH038936,O136689,2024-07-12,2024-07-15,2024-07-13,Delivered,TransCon Logistics,814.03,1075.6,-2.0
SH038937,O136689,2024-07-12,2024-07-16,2024-07-15,Delivered,GlobalFreight Express,874.07,2073.7,-1.0
SH038938,O136690,2024-09-17,2024-09-24,2024-09-28,Delayed,Pacific Rim Shipping,244.63,1014.8,4.0
SH038939,O136691,2023-06-07,2023-06-14,2023-06-19,Delivered,SwiftHaul Freight,97.48,603.7,5.0
SH038940,O136692,2024-03-06,2024-03-12,2024-03-16,Delivered,TransCon Logistics,702.46,523.9,4.0
SH038941,O136693,2025-02-04,2025-02-11,,Lost,GlobalFreight Express,157.62,3098.6,
SH038942,O136694,2024-04-08,2024-04-09,2024-04-14,Delivered,Continental Cargo,2178.82,2436.4,5.0
SH038943,O136695,2023-11-12,2023-11-14,2023-11-14,Delivered,Meridian Line Carriers,270.5,63.6,0.0
SH038944,O136696,2025-11-06,2025-11-10,2025-11-08,Delivered,Pacific Rim Shipping,1266.79,1886.1,-2.0
SH038945,O136697,2025-02-06,2025-02-12,2025-02-14,Delivered,Overland Transit Co.,396.29,7050.9,2.0
SH038946,O136697,2025-02-04,2025-02-14,2025-02-16,Delivered,Overland Transit Co.,536.43,9158.9,2.0
SH038947,O136699,2025-03-04,2025-03-07,2025-03-12,Delivered,GlobalFreight Express,600.81,176.7,5.0
SH038948,O136700,2025-05-19,2025-05-22,2025-05-22,Delivered,GlobalFreight Express,209.41,1203.1,0.0
SH038949,O136701,2025-01-20,2025-01-24,2025-01-29,Delayed,SwiftHaul Freight,300.0,1036.7,5.0
SH038950,O136701,2025-01-18,2025-01-24,2025-01-28,Delivered,Continental Cargo,371.76,2851.2,4.0
SH038951,O136702,2023-05-29,2023-06-05,2023-06-09,Delivered,Continental Cargo,317.25,1841.0,4.0
SH038952,O136703,2025-01-27,2025-01-30,2025-02-04,Delivered,Pacific Rim Shipping,1090.07,2442.4,5.0
SH038953,O136705,2024-05-17,2024-05-21,2024-05-27,Delivered,Continental Cargo,3006.16,14676.5,6.0
SH038954,O136706,2024-01-27,2024-02-05,2024-02-04,Delivered,BlueDart Global,606.15,13980.0,-1.0
SH038955,O136707,2024-08-11,2024-08-14,2024-08-18,Delayed,Continental Cargo,335.08,1559.7,4.0
SH038956,O136708,2023-12-02,2023-12-10,2023-12-11,Delivered,Meridian Line Carriers,157.16,1985.3,1.0
SH038957,O136709,2023-01-03,2023-01-05,2023-01-05,Delivered,Pacific Rim Shipping,285.12,2356.9,0.0
SH038958,O136710,2024-05-30,2024-06-03,2024-06-05,Delivered,SwiftHaul Freight,441.41,396.8,2.0
SH038959,O136711,2023-06-13,2023-06-17,2023-06-22,Delivered,GlobalFreight Express,447.11,227.2,5.0
SH038960,O136712,2024-02-16,2024-02-20,2024-02-24,Delayed,TransCon Logistics,921.44,898.8,4.0
SH038961,O136712,2024-02-16,2024-02-19,2024-02-17,Delivered,Meridian Line Carriers,924.16,2378.7,-2.0
SH038962,O136713,2025-12-09,2025-12-12,2025-12-13,Delivered,SwiftHaul Freight,921.46,784.2,1.0
SH038963,O136715,2023-11-24,2023-12-10,2023-12-09,Delivered,Pacific Rim Shipping,542.92,14920.5,-1.0
SH038964,O136715,2023-11-26,2023-12-06,2023-12-08,Delivered,Pacific Rim Shipping,296.61,7524.3,2.0
SH038965,O136716,2025-02-17,2025-02-18,2025-02-22,Delayed,Pacific Rim Shipping,703.2,3857.2,4.0
SH038966,O136717,2023-10-26,2023-10-30,2023-11-03,Delivered,TransCon Logistics,1987.16,2276.9,4.0
SH038967,O136718,2025-05-01,2025-05-08,2025-05-08,Delivered,TransCon Logistics,376.41,2279.4,0.0
SH038968,O136718,2025-05-01,2025-05-08,2025-05-10,Delivered,GlobalFreight Express,453.37,2800.8,2.0
SH038969,O136718,2025-04-29,2025-05-06,2025-05-07,Delivered,Overland Transit Co.,271.65,898.7,1.0
SH038970,O136719,2023-02-20,2023-02-27,2023-02-27,Delivered,Pacific Rim Shipping,272.8,986.1,0.0
SH038971,O136720,2024-02-03,2024-02-05,2024-02-09,Delivered,BlueDart Global,76.25,341.4,4.0
SH038972,O136721,2024-10-10,2024-10-16,2024-10-17,Delivered,Meridian Line Carriers,684.85,646.7,1.0
SH038973,O136722,2024-08-09,2024-08-17,2024-08-18,Delivered,Meridian Line Carriers,369.31,1166.1,1.0
SH038974,O136723,2023-05-21,2023-05-25,2023-05-28,Delivered,Overland Transit Co.,564.38,2530.6,3.0
SH038975,O136724,2023-04-10,2023-04-15,2023-04-21,Delivered,GlobalFreight Express,221.22,2666.0,6.0
SH038976,O136725,2024-06-26,2024-07-04,2024-07-06,Delivered,GlobalFreight Express,303.67,3111.1,2.0
SH038977,O136727,2023-01-03,2023-01-04,2023-01-08,Delivered,BlueDart Global,328.22,2749.5,4.0
SH038978,O136727,2023-01-07,2023-01-08,2023-01-08,Delivered,BlueDart Global,304.41,2346.0,0.0
SH038979,O136728,2025-12-23,2025-12-24,2025-12-31,Delivered,Continental Cargo,695.19,1371.4,7.0
SH038980,O136729,2025-09-26,2025-10-02,2025-10-01,Delivered,Overland Transit Co.,67.47,515.2,-1.0
SH038981,O136730,2024-01-26,2024-01-29,2024-01-29,Delivered,BlueDart Global,131.83,113.6,0.0
SH038982,O136730,2024-01-26,2024-01-28,2024-01-27,Delivered,Overland Transit Co.,128.82,267.4,-1.0
SH038983,O136731,2025-09-13,2025-09-21,2025-09-23,Delivered,TransCon Logistics,321.47,4783.8,2.0
SH038984,O136732,2025-12-11,2025-12-14,2025-12-14,Delivered,SwiftHaul Freight,322.3,1401.0,0.0
SH038985,O136733,2023-12-09,2023-12-18,2023-12-19,Delivered,Overland Transit Co.,782.5,13605.9,1.0
SH038986,O136733,2023-12-07,2023-12-16,2023-12-14,Delivered,Overland Transit Co.,536.43,6917.0,-2.0
SH038987,O136734,2026-01-01,2026-01-09,,In Transit,SwiftHaul Freight,750.54,1334.0,
SH038988,O136735,2023-12-06,2023-12-11,2023-12-17,Delivered,Pacific Rim Shipping,274.05,3162.1,6.0
SH038989,O136736,2023-01-26,2023-02-01,2023-02-01,Delivered,BlueDart Global,140.3,1100.8,0.0
SH038990,O136737,2024-12-31,2025-01-08,2025-01-03,Delivered,Pacific Rim Shipping,124.89,320.0,-5.0
SH038991,O136737,2024-12-31,2025-01-10,2025-01-12,Delivered,TransCon Logistics,133.31,440.8,2.0
SH038992,O136738,2023-05-02,2023-05-06,2023-05-08,Delivered,Pacific Rim Shipping,225.35,945.2,2.0
SH038993,O136739,2025-08-16,2025-08-20,2025-08-21,Delivered,TransCon Logistics,1769.37,3062.4,1.0
SH038994,O136740,2025-12-18,2025-12-24,2025-12-23,Delivered,TransCon Logistics,455.87,1964.6,-1.0
SH038995,O136741,2024-11-09,2024-11-12,2024-11-11,Delivered,Overland Transit Co.,679.05,800.7,-1.0
SH038996,O136741,2024-11-07,2024-11-10,2024-11-11,Delivered,Pacific Rim Shipping,759.57,1567.8,1.0
SH038997,O136743,2024-06-08,2024-06-10,2024-06-13,Delivered,SwiftHaul Freight,318.19,861.0,3.0
SH038998,O136744,2024-01-07,2024-01-11,2024-01-10,Delivered,Overland Transit Co.,423.84,603.8,-1.0
SH038999,O136744,2024-01-05,2024-01-10,2024-01-08,Delivered,Continental Cargo,467.68,756.0,-2.0
SH039000,O136745,2025-01-03,2025-01-05,2025-01-06,Delivered,Overland Transit Co.,74.55,830.8,1.0
SH039001,O136745,2025-01-01,2025-01-04,2025-01-08,Delayed,BlueDart Global,264.13,3036.4,4.0
SH039002,O136745,2025-01-01,2025-01-05,2025-01-03,Delivered,TransCon Logistics,269.14,2754.3,-2.0
SH039003,O136746,2024-05-29,2024-06-02,2024-06-03,Delivered,Meridian Line Carriers,351.62,2351.5,1.0
SH039004,O136747,2024-07-18,2024-07-26,2024-07-27,Delivered,BlueDart Global,661.53,9521.4,1.0
SH039005,O136748,2024-09-04,2024-09-04,2024-09-05,Delivered,Continental Cargo,1164.91,143.0,1.0
SH039006,O136749,2024-02-08,2024-02-16,2024-02-21,Delayed,GlobalFreight Express,164.12,3082.0,5.0
SH039007,O136750,2023-11-02,2023-11-11,2023-11-09,Delivered,Overland Transit Co.,690.73,14974.0,-2.0
SH039008,O136751,2025-08-09,2025-08-21,2025-08-22,Delivered,GlobalFreight Express,509.51,1380.1,1.0
SH039009,O136752,2023-10-11,2023-10-19,2023-10-17,Delivered,SwiftHaul Freight,693.88,1974.4,-2.0
SH039010,O136753,2025-10-15,2025-10-21,2025-10-19,Delivered,SwiftHaul Freight,764.72,89.5,-2.0
SH039011,O136754,2024-01-05,2024-01-18,2024-01-22,Delayed,Pacific Rim Shipping,394.94,1954.2,4.0
SH039012,O136755,2023-02-21,2023-02-28,2023-02-24,Delivered,Overland Transit Co.,116.7,1234.5,-4.0
SH039013,O136756,2024-06-12,2024-06-16,2024-06-18,Delivered,Overland Transit Co.,1178.01,3059.3,2.0
SH039014,O136757,2025-05-21,2025-05-28,2025-05-26,Delivered,Meridian Line Carriers,29.08,374.0,-2.0
SH039015,O136757,2025-05-19,2025-05-23,2025-05-27,Delivered,GlobalFreight Express,24.7,185.8,4.0
SH039016,O136758,2024-07-15,2024-07-22,2024-07-25,Delivered,GlobalFreight Express,159.86,2512.6,3.0
SH039017,O136758,2024-07-17,2024-07-24,2024-07-28,Delivered,Overland Transit Co.,97.35,1768.6,4.0
SH039018,O136759,2023-03-13,2023-03-20,2023-03-20,Delivered,Meridian Line Carriers,277.26,6187.1,0.0
SH039019,O136760,2023-04-17,2023-04-22,2023-04-24,Delivered,TransCon Logistics,365.27,580.8,2.0
SH039020,O136761,2023-06-16,2023-06-20,2023-06-20,Delivered,Pacific Rim Shipping,1481.62,647.1,0.0
SH039021,O136762,2025-11-24,2025-11-30,2025-12-02,Delivered,BlueDart Global,338.95,4474.1,2.0
SH039022,O136764,2023-06-08,2023-06-14,2023-06-17,Delivered,Continental Cargo,142.8,2457.1,3.0
SH039023,O136765,2023-04-11,2023-04-20,2023-04-24,Delivered,BlueDart Global,568.79,5704.1,4.0
SH039024,O136766,2023-12-07,2023-12-07,2023-12-10,Delivered,GlobalFreight Express,57.92,48.5,3.0
SH039025,O136766,2023-12-11,2023-12-11,2023-12-15,Delayed,Pacific Rim Shipping,71.37,206.3,4.0
SH039026,O136767,2023-12-29,2023-12-29,2024-01-03,Delivered,TransCon Logistics,116.48,465.8,5.0
SH039027,O136768,2024-03-26,2024-03-30,2024-03-27,Delivered,Overland Transit Co.,919.25,2954.7,-3.0
SH039028,O136769,2025-09-18,2025-09-24,2025-09-29,Delivered,Pacific Rim Shipping,231.71,3070.6,5.0
SH039029,O136770,2025-07-05,2025-07-12,2025-07-08,Delivered,BlueDart Global,398.08,2298.1,-4.0
SH039030,O136771,2025-01-14,2025-01-21,2025-01-20,Delivered,Pacific Rim Shipping,128.82,431.9,-1.0
SH039031,O136771,2025-01-16,2025-01-21,2025-01-24,Delivered,TransCon Logistics,138.28,573.7,3.0
SH039032,O136772,2025-10-06,2025-10-09,2025-10-08,Delivered,BlueDart Global,182.39,912.5,-1.0
SH039033,O136774,2024-11-29,2024-12-03,2024-12-03,Delivered,Continental Cargo,839.81,8563.9,0.0
SH039034,O136775,2024-08-31,2024-09-03,2024-09-02,Delivered,Pacific Rim Shipping,657.19,2089.1,-1.0
SH039035,O136776,2025-09-15,2025-09-21,2025-09-22,Delivered,BlueDart Global,446.12,818.4,1.0
SH039036,O136778,2023-11-14,2023-11-17,2023-11-17,Delivered,Meridian Line Carriers,252.24,937.7,0.0
SH039037,O136779,2023-06-03,2023-06-13,2023-06-15,Delivered,GlobalFreight Express,174.51,904.9,2.0
SH039038,O136780,2023-06-22,2023-06-28,2023-06-28,Delivered,SwiftHaul Freight,125.71,285.4,0.0
SH039039,O136781,2025-12-13,2025-12-20,2025-12-23,Delivered,Pacific Rim Shipping,202.28,2681.3,3.0
SH039040,O136782,2024-12-18,2024-12-18,2024-12-20,Delivered,TransCon Logistics,1473.05,850.4,2.0
SH039041,O136782,2024-12-20,2024-12-20,2024-12-24,Delayed,GlobalFreight Express,1502.64,969.9,4.0
SH039042,O136783,2025-04-09,2025-04-16,2025-04-19,Delivered,Continental Cargo,2522.09,12715.6,3.0
SH039043,O136784,2025-01-30,2025-02-06,2025-02-06,Delivered,TransCon Logistics,327.74,5906.8,0.0
SH039044,O136785,2024-03-29,2024-03-29,2024-03-30,Delivered,Continental Cargo,351.13,313.5,1.0
SH039045,O136786,2025-09-11,2025-09-17,2025-09-15,Delivered,Meridian Line Carriers,213.27,2551.8,-2.0
SH039046,O136787,2023-06-16,2023-06-24,2023-06-27,Delivered,BlueDart Global,391.89,394.9,3.0
SH039047,O136788,2024-08-19,2024-08-25,2024-08-29,Delivered,BlueDart Global,279.35,2540.3,4.0
SH039048,O136788,2024-08-17,2024-08-25,2024-08-23,Delivered,Meridian Line Carriers,284.11,2759.6,-2.0
SH039049,O136788,2024-08-21,2024-08-26,2024-08-26,Delivered,SwiftHaul Freight,261.2,2546.5,0.0
SH039050,O136789,2024-03-18,2024-03-25,2024-03-24,Delivered,Meridian Line Carriers,276.37,581.3,-1.0
SH039051,O136790,2025-02-13,2025-02-24,2025-02-25,Delivered,Continental Cargo,363.44,40.6,1.0
SH039052,O136791,2024-07-03,2024-07-10,2024-07-12,Delivered,BlueDart Global,220.25,2968.1,2.0
SH039053,O136792,2024-11-15,2024-11-23,2024-11-26,Delivered,BlueDart Global,111.84,1551.3,3.0
SH039054,O136793,2023-06-30,2023-07-05,2023-07-06,Delivered,TransCon Logistics,188.69,1407.5,1.0
SH039055,O136794,2023-12-07,2023-12-11,2023-12-14,Delivered,SwiftHaul Freight,496.5,1441.0,3.0
SH039056,O136795,2025-05-24,2025-05-26,2025-06-03,Delivered,TransCon Logistics,47.07,289.5,8.0
SH039057,O136797,2024-05-12,2024-05-17,2024-05-20,Delivered,BlueDart Global,224.42,2165.4,3.0
SH039058,O136798,2025-03-27,2025-04-03,2025-04-03,Delivered,Meridian Line Carriers,120.02,1770.9,0.0
SH039059,O136799,2025-09-05,2025-09-08,2025-09-10,Delivered,GlobalFreight Express,605.37,2017.0,2.0
SH039060,O136800,2023-07-05,2023-07-05,2023-07-06,Delivered,TransCon Logistics,1194.47,196.0,1.0
SH039061,O136801,2024-03-19,2024-03-25,2024-03-27,Delivered,Continental Cargo,478.05,2118.5,2.0
SH039062,O136802,2023-10-31,2023-11-06,2023-11-10,Delivered,BlueDart Global,151.42,138.9,4.0
SH039063,O136803,2025-03-25,2025-03-29,2025-03-28,Delivered,GlobalFreight Express,2442.76,1035.5,-1.0
SH039064,O136804,2025-04-04,2025-04-09,2025-04-08,Delivered,Overland Transit Co.,312.96,712.8,-1.0
SH039065,O136804,2025-03-31,2025-04-07,2025-04-07,Delivered,GlobalFreight Express,457.09,2523.0,0.0
SH039066,O136805,2023-05-23,2023-05-31,2023-06-01,Delivered,BlueDart Global,337.17,3049.2,1.0
SH039067,O136805,2023-05-27,2023-06-05,2023-06-09,Delivered,Pacific Rim Shipping,556.59,5710.5,4.0
SH039068,O136806,2024-05-18,2024-05-22,2024-05-22,Delivered,Meridian Line Carriers,524.2,2216.6,0.0
SH039069,O136807,2024-11-16,2024-11-21,2024-11-30,Delivered,Continental Cargo,129.45,393.6,9.0
SH039070,O136808,2023-04-08,2023-04-11,2023-04-16,Delayed,TransCon Logistics,313.15,719.7,5.0
SH039071,O136809,2023-09-07,2023-09-07,2023-09-13,Delivered,Pacific Rim Shipping,731.22,2177.7,6.0
SH039072,O136810,2023-02-14,2023-02-23,2023-02-24,Delivered,BlueDart Global,97.03,1731.1,1.0
SH039073,O136811,2024-10-06,2024-10-10,2024-10-12,Delivered,Continental Cargo,102.3,1767.5,2.0
SH039074,O136812,2025-12-21,2025-12-24,2025-12-25,Delivered,Meridian Line Carriers,292.97,2483.4,1.0
SH039075,O136813,2025-12-21,2025-12-28,2025-12-27,Delivered,TransCon Logistics,182.77,1585.9,-1.0
SH039076,O136813,2025-12-17,2025-12-24,2025-12-25,Delivered,Meridian Line Carriers,125.04,1348.8,1.0
SH039077,O136813,2025-12-21,2025-12-27,,In Transit,Continental Cargo,210.29,3051.0,
SH039078,O136814,2025-06-16,2025-06-19,2025-06-21,Delivered,Pacific Rim Shipping,1704.0,2813.6,2.0
SH039079,O136815,2023-10-28,2023-10-31,2023-11-01,Delivered,Meridian Line Carriers,630.56,2340.9,1.0
SH039080,O136816,2024-09-25,2024-09-28,2024-09-28,Delivered,GlobalFreight Express,3092.88,596.2,0.0
SH039081,O136817,2023-11-25,2023-11-29,2023-11-30,Delivered,TransCon Logistics,36.17,595.1,1.0
SH039082,O136818,2024-08-29,2024-09-06,2024-09-10,Delivered,BlueDart Global,378.55,2205.7,4.0
SH039083,O136819,2024-05-12,2024-05-17,2024-05-17,Delivered,Overland Transit Co.,162.18,3156.0,0.0
SH039084,O136820,2024-06-07,2024-06-12,2024-06-10,Delivered,Overland Transit Co.,178.37,2937.9,-2.0
SH039085,O136821,2024-08-03,2024-08-07,2024-08-08,Delivered,Pacific Rim Shipping,332.08,3007.7,1.0
SH039086,O136822,2023-11-13,2023-11-18,2023-11-20,Delivered,SwiftHaul Freight,416.24,1238.3,2.0
SH039087,O136823,2023-08-27,2023-08-31,2023-08-31,Delivered,GlobalFreight Express,575.41,343.8,0.0
SH039088,O136824,2024-01-21,2024-01-25,2024-01-23,Delivered,GlobalFreight Express,364.32,1258.0,-2.0
SH039089,O136825,2024-07-13,2024-07-19,2024-07-21,Delivered,Continental Cargo,339.84,2670.8,2.0
SH039090,O136825,2024-07-11,2024-07-16,2024-07-19,Delivered,Overland Transit Co.,307.79,2465.7,3.0
SH039091,O136826,2025-11-19,2025-11-30,2025-11-29,Delivered,GlobalFreight Express,259.48,2085.8,-1.0
SH039092,O136827,2025-09-02,2025-09-06,2025-09-03,Delivered,Pacific Rim Shipping,1228.32,1910.8,-3.0
SH039093,O136828,2025-05-02,2025-05-02,2025-05-06,Delivered,GlobalFreight Express,3876.88,249.2,4.0
SH039094,O136829,2025-05-28,2025-06-04,2025-06-07,Delivered,Pacific Rim Shipping,559.73,681.6,3.0
SH039095,O136829,2025-05-28,2025-06-01,2025-06-02,Delivered,Continental Cargo,511.77,471.2,1.0
SH039096,O136831,2024-03-10,2024-03-13,2024-03-16,Delivered,TransCon Logistics,1273.38,9648.6,3.0
SH039097,O136832,2023-10-10,2023-10-15,2023-10-19,Delivered,BlueDart Global,103.21,1452.9,4.0
SH039098,O136832,2023-10-06,2023-10-11,2023-10-19,Delivered,SwiftHaul Freight,94.58,1540.3,8.0
SH039099,O136833,2024-07-21,2024-08-01,2024-07-30,Delivered,Pacific Rim Shipping,723.36,10754.1,-2.0
SH039100,O136834,2023-06-03,2023-06-06,2023-06-10,Delayed,SwiftHaul Freight,84.41,886.5,4.0
SH039101,O136835,2024-08-30,2024-09-07,2024-09-08,Delivered,Meridian Line Carriers,141.85,2295.1,1.0
SH039102,O136839,2025-03-18,2025-03-21,2025-03-19,Delivered,Continental Cargo,1671.06,2051.1,-2.0
SH039103,O136840,2024-05-16,2024-05-21,2024-05-22,Delivered,Meridian Line Carriers,523.15,6850.5,1.0
SH039104,O136841,2025-06-28,2025-07-11,2025-07-10,Delivered,Overland Transit Co.,90.87,2684.0,-1.0
SH039105,O136842,2023-11-25,2023-11-30,2023-11-29,Delivered,GlobalFreight Express,61.52,508.3,-1.0
SH039106,O136843,2023-04-27,2023-05-06,2023-05-04,Delivered,Overland Transit Co.,158.21,2294.5,-2.0
