OrderID,CustomerID,OrderDate,RequiredDeliveryDate,OrderStatus,SalesChannel,WarehouseID,ShippingMethod,Priority
O134997,C01397,2025-12-30,2026-01-01,Pending,Distributor,W009,Express,Normal
O134998,C00585,2024-02-12,2024-02-14,Completed,Distributor,W014,Express,Low
O134999,C00203,2024-07-28,2024-08-03,Completed,Distributor,W009,Standard,Critical
O135000,C00640,2025-06-24,2025-06-29,Completed,Direct,W014,Standard,High
O135001,C00802,2023-07-05,2023-07-10,Completed,Distributor,W005,Standard,Normal
O135002,C00358,2023-11-26,2023-12-04,Completed,Online,W012,Standard,Low
O135003,C00323,2023-12-27,2024-01-02,Completed,Distributor,W002,Standard,Low
O135004,C00264,2023-05-12,2023-05-21,Completed,Direct,W013,Standard,Normal
O135005,C00714,2023-11-07,2023-11-07,Completed,Direct,W010,Same Day,Normal
O135006,C00361,2025-06-18,2025-06-22,Completed,Online,W003,Express,Normal
O135007,C00188,2023-02-28,2023-03-05,Completed,Direct,W005,Express,High
O135008,C00786,2023-12-26,2023-12-29,Completed,Online,W008,Express,Normal
O135009,C00090,2023-11-08,2023-11-14,Completed,Online,W001,Standard,Normal
O135010,C00827,2023-01-28,2023-01-30,Completed,Distributor,W009,Express,Normal
O135011,C00285,2024-10-22,2024-10-25,Completed,Direct,W008,Express,Normal
O135012,C00430,2025-04-15,2025-04-24,Partially Fulfilled,Distributor,W007,Standard,Normal
O135013,C01353,2025-05-16,2025-05-21,Cancelled,Direct,W002,Standard,Normal
O135014,C00434,2024-02-10,2024-02-14,Completed,Distributor,W004,Express,High
O135015,C00079,2024-04-14,2024-04-14,Completed,Direct,W008,Same Day,Normal
O135016,C01343,2023-02-03,2023-02-09,Completed,Retail,W011,Standard,Low
O135017,C01181,2025-10-04,2025-10-09,Completed,Online,W015,Standard,High
O135018,C00434,2025-01-30,2025-02-04,Completed,Direct,W006,Standard,Normal
O135019,C00280,2025-04-14,2025-04-16,Partially Fulfilled,Distributor,W010,Express,Normal
O135020,C00889,2025-09-16,2025-09-25,Completed,Online,W013,Standard,Low
O135021,C00434,2025-03-06,2025-03-15,Completed,Distributor,W007,Standard,Normal
O135022,C00714,2024-11-12,2024-11-17,Completed,Direct,W010,Standard,Normal
O135023,C00434,2024-04-29,2024-05-03,Completed,Online,W006,Express,Normal
O135024,C00584,2023-03-31,2023-04-04,Completed,Distributor,W008,Express,Low
O135025,C00434,2024-03-13,2024-03-23,Completed,Online,W006,Standard,Normal
O135026,C00294,2023-11-07,2023-11-10,Partially Fulfilled,Distributor,W013,Express,High
O135027,C00973,2023-10-30,2023-11-02,Partially Fulfilled,Direct,W002,Express,Normal
O135028,C01088,2024-06-18,2024-06-22,Completed,Direct,W012,Express,Critical
O135029,C00210,2023-09-15,2023-09-21,Completed,Online,W009,Standard,Normal
O135030,C00671,2024-07-07,2024-07-12,Completed,Direct,W002,Standard,Normal
O135031,C01508,2025-09-12,2025-09-16,Pending,Direct,W008,Express,Normal
O135032,C00313,2025-08-13,2025-08-18,Completed,Direct,W002,Standard,Normal
O135033,C01181,2023-09-15,2023-09-29,Completed,Online,W004,Freight,Normal
O135034,C00937,2024-12-11,2024-12-15,Completed,Distributor,W003,Express,Low
O135035,C00807,2024-09-19,2024-10-06,Completed,Distributor,W004,Freight,Low
O135036,C00079,2025-04-05,2025-04-05,Completed,Direct,W008,Same Day,High
O135037,C00619,2025-12-01,2025-12-02,Partially Fulfilled,Direct,W013,Same Day,High
O135038,C00396,2023-05-28,2023-06-06,Cancelled,Online,W008,Standard,Normal
O135039,C00398,2025-12-22,2025-12-23,Completed,Direct,W005,Same Day,Critical
O135040,C01016,2024-12-27,2025-01-05,Completed,Retail,W005,Standard,Normal
O135041,C01322,2025-12-14,2025-12-19,Completed,Online,W013,Standard,Normal
O135042,C01480,2025-02-09,2025-02-14,Completed,Distributor,W011,Standard,Low
O135043,C00496,2024-01-16,2024-01-19,Cancelled,Retail,W009,Express,Normal
O135044,C00671,2023-02-06,2023-02-13,Completed,Direct,W005,Standard,Normal
O135045,C00700,2023-09-10,2023-09-18,Partially Fulfilled,Distributor,W006,Freight,Normal
O135046,C00127,2025-11-09,2025-11-10,Completed,Online,W005,Same Day,High
O135047,C00079,2023-06-22,2023-06-27,Completed,Distributor,W008,Standard,Normal
O135048,C00596,2023-08-13,2023-08-16,Completed,Direct,W002,Express,Normal
O135049,C00323,2025-10-16,2025-10-17,Completed,Distributor,W002,Same Day,High
O135050,C00727,2024-08-25,2024-08-30,Completed,Distributor,W001,Standard,High
O135051,C01399,2025-08-19,2025-08-28,Completed,Online,W009,Standard,Normal
O135052,C00252,2024-05-20,2024-05-30,Completed,Online,W013,Standard,Low
O135053,C00520,2024-07-30,2024-08-01,Completed,Online,W004,Express,Normal
O135054,C00088,2025-04-05,2025-04-09,Completed,Distributor,W008,Express,Low
O135055,C00079,2025-01-03,2025-01-08,Completed,Direct,W008,Express,High
O135056,C00004,2024-01-18,2024-01-21,Completed,Direct,W004,Express,Critical
O135057,C00203,2025-07-09,2025-07-15,Partially Fulfilled,Distributor,W008,Standard,Normal
O135058,C00637,2024-09-24,2024-10-02,Completed,Online,W012,Standard,Normal
O135059,C01439,2024-12-29,2025-01-07,Completed,Distributor,W003,Standard,Normal
O135060,C01270,2023-04-30,2023-05-08,Completed,Direct,W009,Standard,Normal
O135061,C01276,2023-04-23,2023-04-29,Completed,Online,W001,Standard,Critical
O135062,C00144,2024-05-10,2024-05-19,Partially Fulfilled,Distributor,W009,Standard,Low
O135063,C00806,2024-05-15,2024-05-22,Completed,Online,W013,Standard,High
O135064,C01369,2023-10-30,2023-11-05,Completed,Distributor,W013,Standard,Low
O135065,C00209,2024-11-30,2024-12-05,Completed,Online,W002,Express,Normal
O135066,C00434,2025-04-05,2025-04-07,Completed,Online,W006,Express,High
O135067,C01050,2025-08-29,2025-09-08,Completed,Online,W005,Standard,Normal
O135068,C00540,2025-08-17,2025-08-22,Completed,Distributor,W012,Standard,Normal
O135069,C00079,2023-07-06,2023-07-08,Completed,Direct,W009,Express,Critical
O135070,C01486,2025-05-13,2025-05-22,Pending,Online,W002,Freight,Normal
O135071,C00447,2023-11-15,2023-11-24,Completed,Online,W003,Standard,Normal
O135072,C00862,2025-03-06,2025-03-13,Cancelled,Distributor,W004,Standard,Normal
O135073,C01105,2025-11-25,2025-12-01,Completed,Distributor,W005,Standard,Normal
O135074,C00339,2024-08-23,2024-08-28,Completed,Distributor,W002,Express,Low
O135075,C00813,2025-06-08,2025-06-11,Completed,Online,W003,Express,Low
O135076,C00079,2025-10-11,2025-10-21,Completed,Online,W009,Standard,High
O135077,C00434,2023-08-11,2023-08-14,Completed,Distributor,W007,Express,Critical
O135078,C01106,2023-11-11,2023-11-11,Completed,Direct,W006,Same Day,High
O135079,C00714,2023-10-27,2023-11-03,Completed,Direct,W010,Standard,Normal
O135080,C00916,2025-07-08,2025-07-11,Completed,Online,W003,Express,Normal
O135081,C00434,2024-08-07,2024-08-10,Completed,Direct,W004,Express,Critical
O135082,C00513,2023-11-22,2023-12-03,Completed,Direct,W013,Freight,High
O135083,C01209,2023-11-07,2023-11-14,Completed,Direct,W013,Standard,Low
O135084,C00410,2025-05-21,2025-05-28,Completed,Distributor,W003,Standard,Normal
O135085,C00450,2023-08-08,2023-08-11,Completed,Direct,W004,Express,Low
O135086,C00568,2025-01-08,2025-01-15,Completed,Retail,W002,Standard,Low
O135087,C01181,2025-09-08,2025-09-16,Completed,Retail,W012,Standard,Normal
O135088,C01279,2024-06-18,2024-06-21,Completed,Retail,W010,Express,High
O135089,C00090,2025-11-24,2025-11-26,Completed,Retail,W008,Express,Critical
O135090,C00167,2025-08-02,2025-08-07,Completed,Direct,W007,Standard,Low
O135091,C01295,2023-02-05,2023-02-14,Completed,Direct,W009,Standard,Low
O135092,C00714,2024-06-14,2024-06-16,Completed,Online,W014,Express,Normal
O135093,C00583,2023-10-14,2023-10-15,Cancelled,Direct,W005,Same Day,High
O135094,C00272,2024-11-19,2024-11-23,Completed,Direct,W005,Express,High
O135095,C00548,2025-11-19,2025-11-24,Completed,Online,W002,Express,Low
O135096,C00714,2023-04-17,2023-04-17,Completed,Direct,W010,Same Day,Low
O135097,C00079,2025-10-24,2025-10-24,Completed,Direct,W011,Same Day,Normal
O135098,C00631,2025-11-24,2025-11-25,Completed,Online,W014,Same Day,Normal
O135099,C00434,2023-06-01,2023-06-06,Completed,Direct,W004,Standard,Normal
O135100,C00704,2024-06-25,2024-07-01,Partially Fulfilled,Online,W014,Standard,Low
O135101,C00053,2024-07-23,2024-07-28,Completed,Direct,W004,Express,Low
O135102,C01481,2025-10-30,2025-11-06,Completed,Direct,W009,Standard,Normal
O135103,C00051,2024-01-10,2024-01-15,Completed,Distributor,W002,Express,Low
O135104,C01181,2025-10-15,2025-10-22,Completed,Online,W004,Standard,High
O135105,C00714,2025-04-25,2025-05-03,Completed,Online,W010,Freight,Low
O135106,C00493,2025-04-04,2025-04-09,Completed,Retail,W012,Standard,Normal
O135107,C01295,2024-11-03,2024-11-18,Completed,Distributor,W011,Freight,Normal
O135108,C00651,2024-02-13,2024-02-22,Completed,Online,W008,Standard,Normal
O135109,C00079,2023-04-03,2023-04-08,Completed,Direct,W009,Standard,High
O135110,C00827,2024-03-11,2024-03-17,Partially Fulfilled,Distributor,W009,Standard,Normal
O135111,C01231,2023-02-20,2023-03-01,Completed,Direct,W005,Standard,Normal
O135112,C00641,2025-11-02,2025-11-10,Partially Fulfilled,Direct,W006,Standard,Normal
O135113,C00434,2024-05-31,2024-06-15,Completed,Direct,W004,Freight,Normal
O135114,C01088,2025-10-24,2025-10-27,Completed,Online,W006,Express,Normal
O135115,C00341,2024-06-06,2024-06-18,Completed,Retail,W004,Freight,Normal
O135116,C00079,2024-01-19,2024-01-24,Pending,Direct,W009,Standard,Normal
O135117,C01384,2023-11-13,2023-11-21,Completed,Online,W003,Standard,Low
O135118,C00786,2023-07-21,2023-07-22,Completed,Online,W009,Same Day,Critical
O135119,C01363,2023-12-29,2024-01-06,Completed,Distributor,W006,Standard,High
O135120,C00802,2023-11-06,2023-11-11,Cancelled,Direct,W002,Standard,Normal
O135121,C00088,2023-11-01,2023-11-06,Completed,Direct,W010,Standard,Normal
O135122,C01027,2023-04-10,2023-04-12,Completed,Direct,W003,Express,Low
O135123,C01250,2023-05-25,2023-05-30,Completed,Direct,W014,Standard,High
O135124,C00088,2025-03-18,2025-03-25,Completed,Direct,W011,Standard,High
O135125,C00434,2025-12-10,2025-12-15,Completed,Online,W007,Standard,Normal
O135126,C00798,2023-10-12,2023-10-20,Completed,Direct,W013,Standard,Normal
O135127,C00899,2024-10-03,2024-10-11,Completed,Direct,W013,Standard,Critical
O135128,C00576,2025-08-25,2025-09-08,Completed,Distributor,W009,Freight,Normal
O135129,C01155,2025-03-21,2025-03-27,Completed,Direct,W009,Standard,High
O135130,C00299,2023-06-15,2023-06-19,Completed,Online,W004,Express,Normal
O135131,C00910,2024-05-08,2024-05-13,Completed,Direct,W005,Standard,Normal
O135132,C00079,2024-05-14,2024-05-26,Completed,Direct,W008,Freight,Normal
O135133,C00942,2024-01-12,2024-01-21,Completed,Retail,W014,Standard,Normal
O135134,C01488,2025-03-21,2025-03-29,Completed,Online,W001,Standard,Normal
O135135,C00827,2024-11-23,2024-12-03,Completed,Direct,W009,Standard,Normal
O135136,C00434,2023-06-20,2023-06-25,Completed,Distributor,W006,Express,High
O135137,C01181,2025-12-16,2026-01-01,Completed,Online,W006,Freight,Normal
O135138,C01218,2025-04-26,2025-05-02,Cancelled,Online,W008,Standard,Normal
O135139,C01295,2025-02-06,2025-02-08,Completed,Direct,W011,Express,High
O135140,C00603,2023-03-07,2023-03-15,Completed,Direct,W010,Standard,Low
O135141,C00174,2024-12-25,2025-01-03,Completed,Online,W003,Standard,Low
O135142,C00434,2024-05-22,2024-05-29,Completed,Direct,W006,Standard,Low
O135143,C00370,2024-11-14,2024-11-24,Completed,Direct,W010,Standard,Normal
O135144,C00177,2025-04-23,2025-05-02,Completed,Online,W009,Standard,High
O135145,C00256,2023-05-12,2023-05-21,Completed,Distributor,W003,Standard,High
O135146,C00079,2025-09-28,2025-09-28,Completed,Distributor,W011,Same Day,Low
O135147,C00090,2024-10-28,2024-11-02,Completed,Retail,W009,Standard,Normal
O135148,C00714,2025-09-05,2025-09-12,Partially Fulfilled,Online,W014,Standard,Normal
O135149,C00714,2025-07-11,2025-07-13,Completed,Direct,W015,Express,Normal
O135150,C00079,2025-08-12,2025-08-19,Partially Fulfilled,Direct,W009,Standard,Low
O135151,C01486,2023-12-29,2023-12-31,Completed,Retail,W013,Express,Normal
O135152,C00079,2024-07-23,2024-07-28,Completed,Online,W008,Standard,Normal
O135153,C01222,2024-11-28,2024-11-30,Completed,Direct,W002,Express,Low
O135154,C00090,2025-03-15,2025-03-15,Completed,Retail,W008,Same Day,High
O135155,C01295,2023-12-09,2023-12-14,Completed,Direct,W008,Standard,High
O135156,C01016,2023-09-15,2023-09-23,Cancelled,Retail,W001,Standard,Low
O135157,C00964,2023-12-21,2023-12-31,Completed,Distributor,W002,Freight,Low
O135158,C01295,2023-11-18,2023-11-20,Completed,Direct,W011,Express,Low
O135159,C00079,2023-12-18,2023-12-23,Completed,Distributor,W009,Standard,High
O135160,C00434,2025-06-21,2025-06-30,Cancelled,Online,W007,Standard,Low
O135161,C00727,2025-04-03,2025-04-13,Completed,Online,W013,Standard,Low
O135162,C01324,2024-09-13,2024-09-19,Cancelled,Distributor,W006,Standard,Normal
O135163,C00379,2025-12-01,2025-12-05,Completed,Direct,W008,Express,Normal
O135164,C00671,2025-12-04,2025-12-14,Completed,Direct,W002,Standard,Critical
O135165,C00496,2025-01-07,2025-01-08,Completed,Online,W014,Same Day,Normal
O135166,C00342,2024-04-18,2024-04-25,Completed,Distributor,W003,Standard,Normal
O135167,C00434,2025-03-13,2025-03-16,Completed,Online,W004,Express,Low
O135168,C00802,2025-01-16,2025-01-23,Completed,Distributor,W002,Standard,Normal
O135169,C01129,2025-02-13,2025-02-17,Completed,Distributor,W006,Express,High
O135170,C00815,2025-11-25,2025-12-04,Completed,Online,W001,Standard,Low
O135171,C00802,2025-09-25,2025-09-30,Completed,Direct,W006,Standard,Low
O135172,C01321,2024-09-03,2024-09-13,Completed,Online,W008,Standard,Normal
O135173,C00358,2024-04-03,2024-04-11,Cancelled,Online,W004,Standard,Low
O135174,C00434,2025-06-01,2025-06-02,Completed,Direct,W010,Same Day,Normal
O135175,C00714,2023-02-15,2023-02-24,Completed,Online,W010,Standard,Low
O135176,C00246,2025-01-08,2025-01-13,Completed,Online,W014,Express,Low
O135177,C00670,2023-09-04,2023-09-20,Completed,Online,W008,Freight,Normal
O135178,C00806,2024-04-06,2024-04-08,Completed,Distributor,W005,Express,High
O135179,C00079,2024-06-17,2024-06-21,Completed,Direct,W008,Express,Normal
O135180,C00079,2025-11-19,2025-11-25,Completed,Distributor,W013,Standard,Critical
O135181,C00962,2025-09-10,2025-09-18,Completed,Direct,W008,Standard,High
O135182,C00434,2025-07-09,2025-07-18,Completed,Direct,W004,Standard,Normal
O135183,C01218,2025-05-13,2025-05-16,Completed,Direct,W009,Express,Critical
O135184,C00434,2024-07-14,2024-07-17,Completed,Online,W004,Express,Normal
O135185,C01449,2025-05-23,2025-05-28,Completed,Distributor,W006,Standard,High
O135186,C01017,2025-09-12,2025-09-14,Completed,Direct,W004,Express,Normal
O135187,C00605,2023-11-17,2023-11-24,Completed,Online,W003,Standard,Low
O135188,C00568,2024-02-15,2024-02-25,Completed,Retail,W002,Standard,Normal
O135189,C00245,2023-02-16,2023-02-21,Completed,Online,W004,Standard,Low
O135190,C00776,2024-10-29,2024-11-01,Completed,Distributor,W010,Express,Critical
O135191,C00647,2024-11-16,2024-11-26,Completed,Online,W002,Standard,High
O135192,C00747,2023-05-21,2023-05-26,Completed,Direct,W013,Standard,Low
O135193,C00120,2025-07-11,2025-07-16,Completed,Retail,W004,Express,Low
O135194,C01442,2024-03-01,2024-03-05,Completed,Retail,W005,Express,Low
O135195,C00806,2024-09-30,2024-10-01,Completed,Direct,W013,Same Day,Normal
O135196,C00434,2025-05-26,2025-05-30,Completed,Direct,W006,Express,High
O135197,C00434,2024-07-17,2024-07-27,Completed,Online,W004,Standard,Critical
O135198,C00088,2024-04-13,2024-04-15,Completed,Distributor,W011,Express,Normal
O135199,C00395,2024-05-21,2024-05-31,Completed,Direct,W002,Freight,Normal
O135200,C00802,2025-03-20,2025-03-25,Completed,Distributor,W001,Express,High
O135201,C00827,2025-12-13,2025-12-19,Completed,Distributor,W011,Standard,Normal
O135202,C00339,2023-11-22,2023-11-28,Completed,Distributor,W001,Standard,Low
O135203,C00419,2023-07-11,2023-07-26,Completed,Direct,W002,Freight,Normal
O135204,C00434,2024-06-29,2024-07-08,Partially Fulfilled,Distributor,W006,Standard,High
O135205,C00784,2023-12-22,2024-01-01,Completed,Direct,W004,Standard,Critical
O135206,C00942,2025-01-23,2025-01-30,Completed,Online,W014,Standard,Normal
O135207,C01119,2023-04-21,2023-04-26,Completed,Online,W001,Standard,Low
O135208,C00862,2023-09-18,2023-09-24,Completed,Distributor,W007,Standard,Low
O135209,C01486,2024-12-08,2024-12-16,Completed,Online,W002,Standard,Normal
O135210,C00965,2024-01-12,2024-01-24,Completed,Direct,W003,Freight,Normal
O135211,C00434,2023-12-20,2023-12-30,Completed,Distributor,W012,Standard,High
O135212,C00383,2023-08-23,2023-09-02,Completed,Online,W002,Standard,Low
O135213,C01071,2024-03-19,2024-03-25,Completed,Direct,W015,Standard,Normal
O135214,C01198,2024-10-09,2024-10-10,Partially Fulfilled,Distributor,W006,Same Day,Normal
O135215,C01360,2024-10-12,2024-10-18,Partially Fulfilled,Direct,W002,Standard,Low
O135216,C01181,2023-01-16,2023-01-20,Completed,Online,W004,Express,Low
O135217,C00714,2025-12-31,2026-01-03,Pending,Direct,W006,Express,Low
O135218,C00714,2023-09-14,2023-09-18,Completed,Direct,W015,Express,Low
O135219,C00720,2023-08-25,2023-08-25,Completed,Distributor,W003,Same Day,Normal
O135220,C00455,2025-03-18,2025-03-23,Completed,Retail,W001,Express,Critical
O135221,C00942,2023-02-15,2023-02-22,Completed,Online,W014,Standard,Normal
O135222,C00806,2024-04-27,2024-04-27,Completed,Direct,W001,Same Day,Critical
O135223,C00757,2023-09-25,2023-09-30,Completed,Online,W013,Standard,Normal
O135224,C00714,2025-10-23,2025-10-31,Completed,Direct,W010,Freight,Normal
O135225,C00203,2024-11-29,2024-11-30,Cancelled,Online,W009,Same Day,Normal
O135226,C01398,2025-03-19,2025-03-25,Completed,Direct,W010,Standard,High
O135227,C00434,2024-06-20,2024-06-29,Completed,Distributor,W012,Freight,Normal
O135228,C01032,2023-01-03,2023-01-07,Partially Fulfilled,Online,W012,Express,Normal
O135229,C00944,2023-10-18,2023-10-28,Completed,Online,W009,Standard,High
O135230,C01500,2024-10-27,2024-11-02,Completed,Online,W012,Standard,Normal
O135231,C00815,2023-06-27,2023-07-01,Cancelled,Direct,W002,Express,Low
O135232,C01369,2024-08-27,2024-09-03,Completed,Direct,W002,Standard,Normal
O135233,C00164,2025-12-18,2025-12-21,Completed,Retail,W001,Express,Normal
O135234,C00649,2023-08-21,2023-08-22,Cancelled,Direct,W006,Same Day,Low
O135235,C01003,2024-05-31,2024-05-31,Completed,Direct,W002,Same Day,Normal
O135236,C01397,2023-05-17,2023-05-22,Completed,Distributor,W008,Standard,Normal
O135237,C00434,2024-02-07,2024-02-12,Completed,Direct,W004,Standard,Low
O135238,C00786,2024-04-06,2024-04-07,Completed,Retail,W008,Same Day,Normal
O135239,C00079,2024-12-23,2025-01-09,Completed,Direct,W008,Freight,Low
O135240,C00203,2025-12-14,2025-12-18,Completed,Direct,W008,Express,Low
O135241,C01516,2025-02-05,2025-02-15,Completed,Online,W010,Standard,Normal
O135242,C00942,2024-06-18,2024-06-30,Cancelled,Online,W015,Freight,Normal
O135243,C00090,2025-11-07,2025-11-13,Completed,Retail,W009,Standard,Normal
O135244,C00434,2023-02-02,2023-02-12,Completed,Distributor,W004,Standard,Low
O135245,C01244,2024-12-09,2024-12-17,Completed,Direct,W005,Freight,Critical
O135246,C00813,2024-09-05,2024-09-12,Completed,Direct,W004,Standard,Normal
O135247,C01508,2023-12-14,2023-12-19,Completed,Online,W008,Express,Low
O135248,C01287,2023-09-21,2023-09-22,Completed,Distributor,W009,Same Day,Low
O135249,C00099,2025-12-19,2025-12-25,Completed,Distributor,W001,Standard,Low
O135250,C00321,2023-05-18,2023-05-18,Completed,Distributor,W014,Same Day,Normal
O135251,C00560,2025-06-12,2025-06-15,Completed,Direct,W011,Express,Critical
O135252,C00667,2023-03-28,2023-04-01,Completed,Online,W012,Express,Normal
O135253,C00079,2023-02-25,2023-03-02,Completed,Distributor,W009,Express,Normal
O135254,C00781,2025-08-06,2025-08-11,Partially Fulfilled,Distributor,W002,Standard,Normal
O135255,C00006,2025-12-26,2025-12-31,Completed,Distributor,W003,Standard,Normal
O135256,C00585,2023-05-01,2023-05-11,Completed,Distributor,W010,Standard,Normal
O135257,C01234,2024-06-04,2024-06-14,Completed,Online,W006,Standard,Low
O135258,C01397,2025-10-06,2025-10-10,Completed,Online,W004,Express,Normal
O135259,C01303,2023-08-27,2023-08-30,Completed,Distributor,W012,Express,Critical
O135260,C00901,2024-08-07,2024-08-22,Completed,Direct,W008,Freight,Low
O135261,C01328,2024-11-06,2024-11-11,Completed,Online,W008,Standard,Normal
O135262,C00378,2025-07-24,2025-08-03,Completed,Direct,W008,Standard,Low
O135263,C00494,2023-04-10,2023-04-20,Completed,Direct,W004,Freight,Critical
O135264,C00714,2024-03-07,2024-03-12,Completed,Direct,W015,Standard,High
O135265,C01360,2024-12-12,2024-12-22,Completed,Online,W001,Standard,Low
O135266,C00778,2025-03-31,2025-04-10,Completed,Direct,W005,Standard,Normal
O135267,C00203,2025-03-27,2025-04-02,Completed,Online,W009,Standard,Normal
O135268,C01353,2024-08-16,2024-08-22,Partially Fulfilled,Distributor,W002,Standard,High
O135269,C01343,2023-04-04,2023-04-09,Cancelled,Online,W009,Standard,Critical
O135270,C00869,2024-07-05,2024-07-11,Completed,Online,W013,Standard,Normal
O135271,C01032,2024-08-07,2024-08-14,Completed,Retail,W012,Standard,Normal
O135272,C01172,2024-07-09,2024-07-15,Completed,Direct,W004,Standard,Normal
O135273,C01317,2024-05-03,2024-05-09,Completed,Online,W007,Standard,Low
O135274,C00434,2025-06-24,2025-06-29,Cancelled,Distributor,W007,Express,High
O135275,C00714,2025-12-23,2025-12-28,Completed,Direct,W014,Standard,Normal
O135276,C00917,2023-09-08,2023-09-13,Completed,Direct,W013,Standard,Normal
O135277,C00972,2024-04-11,2024-04-18,Completed,Online,W002,Standard,Low
O135278,C00850,2024-06-14,2024-06-19,Completed,Online,W003,Standard,High
O135279,C01017,2024-01-31,2024-02-07,Completed,Distributor,W012,Standard,High
O135280,C00088,2025-08-21,2025-08-29,Completed,Direct,W004,Standard,Normal
O135281,C00088,2023-06-02,2023-06-10,Completed,Direct,W009,Freight,High
O135282,C00714,2023-10-12,2023-10-12,Completed,Direct,W010,Same Day,High
O135283,C00739,2025-06-04,2025-06-12,Completed,Distributor,W009,Standard,Low
O135284,C00438,2024-08-08,2024-08-13,Completed,Direct,W008,Standard,High
O135285,C00802,2024-11-17,2024-11-22,Cancelled,Direct,W013,Standard,Low
O135286,C01291,2025-10-10,2025-10-16,Completed,Direct,W009,Standard,High
O135287,C00434,2023-07-12,2023-07-16,Completed,Direct,W006,Express,Low
O135288,C00434,2025-07-25,2025-07-31,Completed,Distributor,W012,Standard,Normal
O135289,C00434,2023-05-17,2023-05-25,Completed,Distributor,W006,Standard,Normal
O135290,C00115,2023-06-15,2023-06-18,Completed,Online,W013,Express,High
O135291,C01449,2025-06-11,2025-06-24,Completed,Direct,W004,Freight,High
O135292,C00802,2025-09-13,2025-09-22,Completed,Online,W003,Standard,Normal
O135293,C00120,2023-11-19,2023-11-19,Cancelled,Retail,W006,Same Day,Normal
O135294,C01397,2023-02-27,2023-03-02,Completed,Direct,W008,Express,Normal
O135295,C00434,2023-07-11,2023-07-13,Completed,Distributor,W010,Express,Low
O135296,C00022,2023-02-05,2023-02-15,Completed,Distributor,W008,Standard,Normal
O135297,C00310,2024-07-17,2024-07-22,Completed,Distributor,W004,Express,High
O135298,C01050,2025-12-15,2025-12-24,Completed,Retail,W006,Freight,Critical
O135299,C01295,2023-05-07,2023-05-17,Completed,Online,W009,Standard,Normal
O135300,C00120,2025-07-04,2025-07-04,Completed,Direct,W004,Same Day,Normal
O135301,C00434,2025-11-08,2025-11-26,Completed,Direct,W003,Freight,Low
O135302,C00812,2025-01-08,2025-01-13,Cancelled,Online,W005,Standard,Normal
O135303,C00434,2023-03-23,2023-03-25,Completed,Distributor,W012,Express,Low
O135304,C00079,2024-07-10,2024-07-16,Completed,Direct,W008,Standard,Low
O135305,C01089,2023-11-30,2023-12-05,Completed,Distributor,W009,Express,Normal
O135306,C00690,2024-12-27,2024-12-31,Completed,Distributor,W008,Express,Low
O135307,C00343,2025-09-05,2025-09-14,Completed,Online,W009,Standard,High
O135308,C00806,2024-07-04,2024-07-09,Completed,Direct,W001,Standard,Low
O135309,C00283,2025-09-20,2025-10-01,Completed,Distributor,W006,Freight,Low
O135310,C00014,2024-05-23,2024-05-30,Completed,Direct,W012,Standard,Critical
O135311,C00786,2024-03-02,2024-03-12,Completed,Online,W008,Standard,Normal
O135312,C00434,2025-01-26,2025-01-30,Completed,Online,W007,Express,Low
O135313,C00158,2024-11-13,2024-11-13,Completed,Online,W007,Same Day,Normal
O135314,C00622,2024-08-12,2024-08-15,Partially Fulfilled,Direct,W008,Express,Normal
O135315,C00434,2024-10-19,2024-10-23,Cancelled,Direct,W006,Express,High
O135316,C00827,2025-05-16,2025-05-25,Completed,Direct,W009,Standard,High
O135317,C00674,2024-12-13,2024-12-13,Cancelled,Distributor,W004,Same Day,Normal
O135318,C00001,2023-04-28,2023-05-01,Completed,Online,W002,Express,Normal
O135319,C00115,2023-03-27,2023-04-01,Completed,Retail,W013,Standard,Low
O135320,C00583,2024-08-27,2024-09-03,Completed,Distributor,W002,Standard,Normal
O135321,C01004,2025-12-28,2026-01-03,Completed,Direct,W002,Standard,Low
O135322,C00505,2025-02-10,2025-02-17,Completed,Direct,W009,Standard,High
O135323,C00374,2025-08-26,2025-09-01,Cancelled,Direct,W002,Standard,Low
O135324,C00079,2023-08-21,2023-08-28,Completed,Distributor,W009,Standard,Low
O135325,C00079,2025-10-09,2025-10-12,Partially Fulfilled,Direct,W009,Express,Low
O135326,C00245,2025-09-09,2025-09-17,Completed,Online,W006,Standard,Normal
O135327,C00838,2023-04-11,2023-04-17,Completed,Online,W007,Standard,Normal
O135328,C00126,2024-06-29,2024-07-06,Completed,Distributor,W011,Standard,Normal
O135329,C00434,2023-09-10,2023-09-10,Completed,Online,W002,Same Day,Normal
O135330,C00827,2023-04-21,2023-04-26,Completed,Direct,W008,Standard,Low
O135331,C00294,2025-03-06,2025-03-20,Completed,Direct,W013,Freight,High
O135332,C00434,2025-02-12,2025-02-21,Completed,Direct,W006,Standard,High
O135333,C00434,2023-12-08,2023-12-14,Completed,Direct,W006,Standard,High
O135334,C00619,2025-11-27,2025-12-04,Completed,Distributor,W002,Standard,Low
O135335,C01439,2024-07-12,2024-07-12,Completed,Distributor,W003,Same Day,Critical
O135336,C00786,2023-12-27,2023-12-27,Completed,Online,W009,Same Day,Normal
O135337,C00434,2024-03-20,2024-03-27,Completed,Distributor,W004,Standard,Low
O135338,C00827,2024-11-22,2024-11-27,Cancelled,Direct,W011,Standard,Normal
