WarehouseID,ProductID,InitialStock,SafetyStock,ReorderPoint,StorageCostPerUnit
W013,P0181,1361,201,642,0.351
W013,P0139,1467,130,407,0.526
W013,P0026,124,12,54,0.722
W013,P0094,194,37,94,0.255
W013,P0288,581,80,292,0.302
W013,P0041,5445,1006,1842,0.81
W013,P0161,2311,350,1106,0.922
W013,P0129,1712,221,862,0.746
W013,P0277,1875,193,922,0.235
W013,P0158,1353,171,623,1.121
W013,P0220,4990,401,2288,1.053
W013,P0231,375,51,136,0.567
W013,P0067,78,13,37,0.415
W013,P0308,492,44,172,0.103
W013,P0292,4492,894,2067,0.163
W013,P0127,2632,231,907,0.093
W013,P0309,4686,886,1733,0.91
W013,P0130,149,21,77,0.796
W013,P0014,1085,156,365,0.384
W013,P0224,1773,230,511,0.449
W013,P0313,525,66,172,1.344
W013,P0006,5381,490,2579,0.864
W013,P0289,5948,906,3278,0.764
W013,P0201,139,14,69,0.588
W013,P0095,765,116,276,0.588
W013,P0208,225,44,94,0.616
W013,P0064,39,3,13,0.798
W013,P0275,1123,92,533,0.906
W013,P0054,4445,836,2387,1.08
W013,P0205,257,49,110,0.761
W013,P0157,5836,488,2719,0.338
W013,P0122,2654,505,1238,0.908
W013,P0291,274,29,122,1.133
W013,P0151,99,10,30,0.726
W013,P0290,70,6,27,0.869
W013,P0213,769,96,296,0.951
W013,P0008,164,30,67,0.109
W013,P0284,563,85,266,0.523
W013,P0086,1482,269,508,0.33
W013,P0147,110,13,48,0.869
W013,P0063,614,102,236,0.484
W013,P0093,1963,283,1016,0.586
W013,P0316,1340,192,672,0.257
W013,P0296,1272,175,560,0.839
W013,P0071,1758,324,647,1.014
W013,P0118,1479,230,686,0.222
W013,P0186,106,17,36,0.265
W013,P0051,4488,597,2041,0.895
W013,P0218,1364,181,520,0.857
W013,P0278,824,128,386,0.171
W013,P0110,1161,192,588,0.65
W013,P0173,1434,155,491,0.541
W013,P0055,1409,223,770,1.267
W013,P0236,361,68,143,0.845
W013,P0258,1508,212,599,0.298
W013,P0126,321,51,175,0.96
W013,P0164,90,14,34,0.849
W013,P0178,117,12,39,0.48
W013,P0133,1134,106,536,0.676
W013,P0040,116,10,45,0.684
W013,P0062,1223,186,382,0.472
W013,P0300,2506,495,1193,0.164
W013,P0148,265,40,80,0.159
W013,P0168,2208,297,1077,0.132
W013,P0225,4637,895,2735,1.15
W013,P0311,626,98,202,0.729
W013,P0087,1266,127,502,0.845
W013,P0079,1334,264,678,0.067
W013,P0025,351,45,164,1.452
W013,P0233,1886,222,829,1.301
W013,P0238,1800,353,798,0.868
W013,P0046,173,32,59,0.156
W013,P0160,321,41,110,0.871
W013,P0226,440,76,153,1.248
W013,P0109,999,112,420,0.115
W013,P0007,1060,152,474,0.476
W013,P0227,637,64,164,0.399
W013,P0155,122,23,62,0.409
W013,P0282,277,37,130,1.056
W013,P0153,279,45,135,0.108
W013,P0060,1455,125,549,0.612
W013,P0281,324,57,143,0.933
W013,P0234,5676,815,3003,0.82
W013,P0239,1016,97,386,0.131
W013,P0105,3693,523,1251,0.203
W013,P0250,839,111,256,0.282
W013,P0286,1141,195,485,0.236
W013,P0049,1328,234,566,0.148
W013,P0083,1280,153,348,0.964
W013,P0251,46,7,22,0.801
W013,P0056,1839,316,648,0.837
W013,P0228,960,112,439,0.108
W013,P0219,564,78,224,1.461
W013,P0298,540,87,234,0.123
W013,P0035,1499,122,718,0.479
W013,P0123,910,129,289,0.793
W013,P0216,386,62,147,0.139
W013,P0120,954,111,422,0.163
W013,P0020,543,94,194,1.01
W013,P0198,325,38,94,0.665
W013,P0033,3013,307,1036,0.573
W013,P0073,653,72,264,0.611
W013,P0142,2100,404,734,0.372
W013,P0273,263,43,140,0.346
W013,P0066,4555,760,2199,0.156
W013,P0318,317,38,101,0.432
W013,P0279,579,112,225,1.127
W013,P0270,1672,145,767,0.782
W013,P0152,2254,235,1112,0.631
W013,P0037,352,47,143,0.918
W013,P0143,47,3,12,0.975
W013,P0074,383,57,197,1.004
W013,P0154,348,37,129,0.16
W013,P0244,154,20,69,0.337
W013,P0044,42,8,21,0.977
W013,P0043,792,72,376,0.164
W013,P0271,1844,218,622,0.58
W013,P0116,844,87,377,0.733
W013,P0156,2020,260,609,0.483
W013,P0098,5008,548,1667,0.847
W013,P0297,101,16,34,1.24
W013,P0134,1408,277,740,0.794
W013,P0319,141,12,57,0.64
W013,P0259,137,27,65,0.28
W013,P0048,2280,256,788,0.535
W013,P0272,348,62,170,0.311
W013,P0136,26,4,9,0.405
W013,P0082,208,31,68,0.768
W013,P0303,2915,282,1105,0.747
W013,P0306,1709,255,751,0.276
W013,P0022,726,69,212,0.45
W013,P0115,1741,230,706,1.06
W013,P0179,69,11,23,1.022
W013,P0246,840,75,374,0.338
W013,P0217,1297,215,664,0.233
W013,P0171,926,119,303,0.854
W013,P0032,3267,512,1713,0.756
W013,P0317,186,32,82,0.712
W013,P0263,356,48,152,0.795
W013,P0145,1734,318,640,0.934
W013,P0117,1471,163,517,1.075
W013,P0177,1970,229,850,0.57
W013,P0106,1755,279,620,0.625
W013,P0076,1311,118,554,0.821
W013,P0187,2666,488,1274,0.2
W013,P0163,875,77,270,0.836
W013,P0188,454,76,162,0.42
W014,P0286,1709,219,536,0.71
W014,P0172,403,44,108,0.741
W014,P0030,1949,329,1003,1.49
W014,P0075,44,7,20,0.429
W014,P0254,1875,326,1028,0.914
W014,P0044,312,28,133,0.874
W014,P0077,1587,146,591,0.948
W014,P0040,48,7,19,0.807
W014,P0023,1367,195,547,0.92
W014,P0057,280,49,151,0.511
W014,P0279,1272,253,702,0.752
W014,P0027,1928,284,840,0.28
W014,P0049,450,62,225,0.133
W014,P0315,992,107,429,0.491
W014,P0160,344,49,127,0.433
W014,P0143,365,61,198,0.376
W014,P0165,145,21,75,0.652
W014,P0300,2715,436,1426,0.257
W014,P0212,959,185,365,0.921
W014,P0047,191,26,71,0.076
W014,P0088,903,166,321,0.138
W014,P0185,277,24,86,0.893
W014,P0105,5777,1054,2690,0.61
W014,P0054,1797,214,922,0.934
W014,P0028,5793,782,2633,0.746
W014,P0247,26,5,9,0.094
W014,P0262,4680,510,1896,0.768
W014,P0132,2495,445,1232,0.539
W014,P0295,339,48,114,0.829
W014,P0305,1452,231,745,0.655
W014,P0207,1022,108,498,0.869
W014,P0118,1343,258,618,0.281
W014,P0208,1491,283,812,0.857
W014,P0306,237,24,63,0.208
W014,P0297,153,28,53,0.145
W014,P0310,130,15,40,0.544
W014,P0121,3659,359,1606,0.27
W014,P0148,231,25,109,0.411
W014,P0144,172,31,73,0.189
W014,P0128,20,2,9,0.418
W014,P0056,1272,154,547,0.406
W014,P0131,377,37,126,0.168
W014,P0256,5431,999,2050,0.796
W014,P0299,160,31,85,0.104
W014,P0209,1991,347,796,1.022
W014,P0266,1600,307,705,0.563
W014,P0194,1151,218,439,0.596
W014,P0203,224,28,82,0.318
W014,P0140,3163,429,1408,0.777
W014,P0222,3452,381,1273,0.427
W014,P0175,545,90,208,0.617
W014,P0202,1815,259,543,0.756
W014,P0033,4772,478,1414,0.477
W014,P0214,301,42,108,0.573
W014,P0268,417,40,115,1.048
W014,P0012,4081,757,2050,0.76
W014,P0155,20,3,7,0.813
W014,P0243,1512,147,413,0.23
W014,P0273,1839,288,780,0.759
W014,P0267,804,153,322,0.563
W014,P0205,35,3,9,0.321
W014,P0180,1322,180,699,0.715
W014,P0086,1021,109,344,0.276
W014,P0125,4865,923,1758,0.171
W014,P0031,893,129,453,0.403
W014,P0251,75,10,30,0.766
W014,P0303,2583,513,1375,0.474
W014,P0224,1181,156,488,0.42
W014,P0302,21,2,6,0.856
W014,P0078,293,32,101,0.915
W014,P0260,935,160,445,1.091
W014,P0094,231,23,74,0.718
W014,P0006,3538,579,1654,1.058
W014,P0153,183,28,96,0.919
W014,P0270,1862,206,900,0.229
W014,P0253,1712,201,742,0.685
W014,P0293,1046,202,369,0.524
W014,P0134,434,55,218,0.212
W014,P0074,41,4,11,0.16
W014,P0313,994,153,397,0.11
W014,P0179,169,25,81,0.559
W014,P0230,383,73,179,0.356
W014,P0010,1676,277,735,0.465
W014,P0097,213,24,70,0.58
W014,P0073,1461,249,531,0.455
W014,P0043,808,89,351,0.769
W014,P0283,350,46,108,1.375
W014,P0318,289,45,142,0.31
W014,P0308,1774,274,560,0.714
W014,P0022,1298,197,459,1.173
W014,P0129,642,94,345,0.165
W014,P0111,1040,132,438,0.687
W014,P0282,392,64,202,0.953
W014,P0229,1708,258,821,1.42
W014,P0190,34,5,15,0.296
W014,P0198,161,19,66,0.467
W014,P0147,70,10,28,0.793
W014,P0289,2167,324,995,0.592
W014,P0122,3976,608,1600,0.645
W014,P0239,1123,169,341,0.576
W014,P0067,200,16,79,0.584
W014,P0246,1526,135,572,0.939
W014,P0133,669,120,253,0.592
W014,P0011,132,13,43,0.749
W014,P0197,339,64,120,0.173
W014,P0242,385,39,113,0.44
W014,P0038,1805,353,1054,1.035
W014,P0166,262,39,139,0.91
W014,P0312,123,13,46,0.955
W014,P0317,119,16,61,1.193
W014,P0252,229,41,100,1.012
W014,P0206,763,124,241,1.159
W014,P0316,1341,229,601,0.293
W014,P0137,2255,291,949,0.167
W014,P0227,1890,161,850,0.596
W014,P0237,45,8,20,0.764
W014,P0135,98,17,32,0.331
W014,P0029,365,44,171,0.453
W014,P0062,1275,200,513,0.692
W014,P0059,1547,296,785,0.602
W014,P0064,274,42,123,0.396
W014,P0024,767,119,251,0.754
W014,P0255,279,37,146,0.899
W014,P0061,178,33,75,0.879
W014,P0320,1446,203,641,0.073
W014,P0138,1902,282,1020,0.376
W014,P0204,1451,118,550,0.753
W014,P0120,611,93,331,1.172
W014,P0287,125,10,49,1.114
W014,P0159,268,24,120,0.537
W014,P0071,1167,208,672,1.042
W014,P0123,710,69,258,0.752
W014,P0068,1115,145,348,1.153
W014,P0007,752,150,310,1.3
W014,P0187,1953,279,824,1.139
W014,P0052,4923,790,2713,0.668
W014,P0017,1473,218,751,1.342
W014,P0076,231,19,92,0.608
W014,P0234,880,138,426,0.578
W014,P0189,169,14,42,0.113
W014,P0021,125,11,42,0.165
W014,P0106,357,67,143,0.773
W014,P0241,204,31,76,0.71
W014,P0285,436,67,183,0.308
W014,P0225,5479,799,2925,0.674
W014,P0265,1352,212,436,0.373
W014,P0307,339,45,124,0.058
W014,P0141,4464,405,1704,0.251
W014,P0139,575,104,253,0.328
W014,P0003,1198,168,399,0.104
W014,P0072,4283,520,1901,0.929
W014,P0223,966,128,379,0.305
W014,P0178,224,17,89,0.682
W014,P0188,306,40,116,0.925
W014,P0020,1637,132,571,0.698
W014,P0291,122,23,56,0.328
W014,P0109,1343,251,503,0.182
W014,P0091,93,15,41,0.343
W014,P0215,1407,201,744,0.25
W014,P0042,1180,228,585,0.981
W014,P0216,380,70,160,0.457
W014,P0151,323,43,155,0.329
W014,P0161,2499,490,1168,0.104
W014,P0090,1259,163,521,0.54
W014,P0218,4392,355,1304,0.87
W014,P0163,796,111,266,0.966
W014,P0191,59,9,30,0.471
W014,P0211,1503,261,667,0.562
W014,P0311,1354,192,463,0.375
W014,P0039,683,132,252,0.327
W014,P0084,165,23,57,0.636
W014,P0079,3659,504,1619,0.973
W014,P0221,5192,974,2058,0.858
W015,P0207,518,102,243,0.856
W015,P0185,12,1,4,0.395
W015,P0293,908,158,500,0.751
W015,P0241,172,15,78,0.672
W015,P0177,927,92,234,1.237
W015,P0238,284,42,127,0.577
W015,P0279,389,58,156,0.811
W015,P0312,62,7,22,0.061
W015,P0302,106,10,43,0.755
W015,P0069,116,17,54,0.626
W015,P0096,181,32,85,0.712
W015,P0075,37,4,11,0.29
W015,P0147,228,40,88,0.645
W015,P0049,490,77,200,0.604
W015,P0275,372,35,144,0.703
W015,P0036,961,167,479,0.397
W015,P0254,261,48,87,0.615
W015,P0156,1149,197,441,0.383
W015,P0007,1112,115,511,1.362
W015,P0106,1150,120,377,0.886
W015,P0298,911,103,361,0.341
W015,P0305,791,133,329,1.01
W015,P0317,122,13,50,0.975
W015,P0031,183,31,74,1.125
W015,P0250,1165,140,556,0.305
W015,P0282,145,26,83,1.287
W015,P0019,99,8,32,0.681
W015,P0301,584,63,289,0.149
W015,P0146,264,24,118,0.807
W015,P0117,791,150,365,0.752
W015,P0188,867,128,455,0.481
W015,P0009,2419,426,1101,0.225
W015,P0103,888,158,369,0.982
W015,P0205,106,11,40,0.67
W015,P0230,48,8,15,0.846
W015,P0043,1153,219,476,0.474
W015,P0048,2480,242,825,0.723
W015,P0123,414,70,197,0.548
W015,P0295,24,4,7,1.151
W015,P0020,590,48,260,0.97
W015,P0129,198,37,104,1.126
W015,P0281,99,9,27,0.904
W015,P0099,3030,529,1114,0.905
W015,P0137,2001,227,758,0.898
W015,P0175,512,95,204,0.917
W015,P0278,374,68,125,0.608
W015,P0082,128,10,36,0.923
W015,P0192,149,18,66,0.593
W015,P0248,23,3,7,0.837
W015,P0060,524,84,187,0.918
W015,P0222,1447,154,497,0.77
W015,P0159,139,22,65,0.962
W015,P0097,144,21,61,0.311
W015,P0272,1100,105,442,0.716
W015,P0017,3548,470,1500,0.708
W015,P0259,81,10,39,1.187
W015,P0024,556,56,209,1.19
W015,P0306,905,134,491,0.837
W015,P0274,982,150,509,0.732
W015,P0044,39,4,16,0.623
W015,P0155,195,27,87,0.732
W015,P0119,147,12,39,0.593
W015,P0191,123,15,44,0.949
W015,P0052,2917,542,1684,1.151
W015,P0224,370,63,171,0.407
W015,P0194,791,141,282,0.602
W015,P0197,209,29,82,0.344
W015,P0287,65,12,23,0.407
W015,P0142,1765,205,591,0.132
W015,P0170,846,104,408,0.381
W015,P0183,227,41,105,0.494
W015,P0225,2622,249,872,0.884
W015,P0003,755,117,287,0.211
W015,P0209,484,63,250,0.565
W015,P0039,1121,168,377,0.252
W015,P0256,1893,352,651,1.089
W015,P0291,127,18,40,0.405
W015,P0080,765,138,257,0.5
W015,P0131,999,137,509,0.805
W015,P0239,472,49,191,1.053
W015,P0166,27,4,12,0.222
W015,P0208,769,114,349,0.358
W015,P0152,2989,549,1254,0.657
W015,P0098,2401,338,1273,0.952
W015,P0235,235,30,91,0.593
W015,P0261,200,30,61,0.563
W015,P0081,1097,88,476,0.355
W015,P0130,100,15,47,0.784
W015,P0232,1023,100,348,1.02
W015,P0320,451,54,223,0.394
W015,P0172,1124,179,425,0.654
W015,P0283,195,37,105,1.659
W015,P0311,440,55,184,0.737
W015,P0251,187,24,54,0.068
W015,P0002,521,103,186,0.436
W015,P0025,113,21,59,1.511
W015,P0255,54,9,21,0.223
W015,P0084,183,29,74,0.771
W015,P0249,567,50,184,0.489
W015,P0307,173,18,77,0.279
W015,P0054,2287,435,846,0.661
W015,P0064,226,29,90,0.236
W015,P0292,2895,286,849,0.886
W015,P0057,1198,202,609,0.929
W015,P0210,348,54,165,0.806
W015,P0070,1042,170,404,1.455
W015,P0083,716,132,400,0.666
W015,P0269,415,63,214,0.256
